rec_id, given_name, surname, street_number, address_1, address_2, suburb, postcode, state, date_of_birth, age, phone_number, soc_sec_id, blocking_number
rec-1472-org,   sophie, dancey, 43, hawdon street, , conder, 2602, nsw, 19601209, 26, 04 92969892, 2644586, 5
rec-645-org,   jessica, coulson, 194, corinna street, , gowrie, 2614, qld, 19630311, , 08 35584534, 7916246, 4
rec-344-dup-0, jadi, pascoe, 209, john russelo circuit, , o'connor, 2602, nsw, 19521113, 26, 04 77631745, 9020191, 7
rec-855-org,   angus, dinh, 52, cockcroft avenue, grasmere park, spence, 2600, , 19040630, 19, 07 75436125, 3995671, 0
rec-156-org,   monique, hamelink, 7, crisp circuit, , curtin, 2913, vic, 19790223, 31, 04 92784910, 4325876, 6
rec-1106-dup-4, dylan, renfrey, 8, ern florenvd crescent, , ainslie, 2600, qld, 19211213, 35, 07 94756471, 1967579, 2
rec-874-org,   harry, lombardi, 107, conway place, the side, holt, 2605, qld, 19581125, 21, 03 33766705, 9314631, 6
rec-1128-dup-0, courghwy, jeschke, 12, lachlan atreet, , chapn, 2615, vic, 19320606, , 02 31644256, 8610368, 4
rec-771-org,   ty, campbell, 4, savige street, , rivett, 2902, tas, 19720819, 28, 03 06526573, 5433322, 9
rec-1896-dup-4, brode, hyland, 425, john clelsnxhcrescent, mannix college, braddon, 2914, , 19240327, 25, 03 19782409, 7010775, 2
rec-1568-org,   zac, fitzpatrick, 97, , goodrick park, melba, 2615, nsw, 19130812, 30, 07 17707787, 3499010, 5
rec-1064-dup-1, kiana, maynard, 19, , , hughets, 2605, vic, , 35, 03 39221536, 6687478, 8
rec-1443-dup-2, kaigoin, gatwrrd, 21, herington street, , isaacs, 2517, vuc, 19830103, 28, 07 27027646, 2629510, 8
rec-1455-dup-0, jacqueline, stoker, 86, thomson syreet, , macquarie, 2600, qld, 19720709, 29, , 3125299, 0
rec-1201-org,   sophie, van wijk, 1567, galloway street, , farrer, 2614, nsw, 19270608, 31, 08 93903300, 8786779, 6
rec-1416-dup-1, mary, reid, 471, churchill way, , o'connor, 2913, nsw, , 31, 03 80859509, 9547185, 4
rec-1523-dup-2, max, rudc, 41, hopman place, kankama, campbell, 2904, vic, , 35, 08 23155269, 4828756, 0
rec-1658-dup-1, angelbca, yjgw, 20, burdekinzstreet, , mckellar, 2614, nsw, 19511107, 34, 02 83444443, 1057602, 6
rec-617-dup-0, lilism, baregs, 44, mcburney crescent, , page, 2611, sa, 19661595, 39, 07 19757886, 4883883, 3
rec-1802-dup-1, hayley, spicer, , john cleland crescent, , florey, 2617, vic, 19759623, 39, 03 02502739, 6506482, 5
rec-449-dup-0, chaflgte, pirnk e, 2, winneckee street, , holder, 2602, act, 19070426, , 08 99525409, 1140370, 0
rec-61-org,   caitlin, kontopoulos, 186, dugan street, , hughes, 2614, nsw, 19290805, 30, , 6498559, 0
rec-839-dup-4, laura, howie, , , , garran, 2602, vic, , 37, 02 89002931, 1881283, 8
rec-1236-dup-1, isabekal, maynard, 19, bindel street, , kaleen, 2615, , 19040820, 23, 04 34106208, 9546177, 9
rec-279-dup-0, hannmg, nobke, 33, noarlunga hrescent, , kambah, 2630, nsw, , 34, 02 20261887, 3641191, 6
rec-520-org,   marcus, parr, 15, alli place, , evatt, 2607, nsw, , , 02 34442123, 2599831, 3
rec-153-org,   lachlan, bartel, 30, scattergood place, peppertree, scullin, 2905, vic, 19090629, 25, 03 11565140, 3978594, 9
rec-677-org,   jessica, nguyen-humphrey, 8, boolee street, , watson, 2615, , 19460720, , 02 07933444, 8120986, 1
rec-784-dup-0, dylan, clarke, 67, chauvel circle, , pearce, 2615, nsw, 19900127, 33, 03 06061314, 4466533, 0
rec-1213-dup-3, adam, prienbg, 71, elimatta street, , narrabundah, 2617, nsw, 19821007, 22, 07 71426574, 3965379, 5
rec-232-dup-2, bailey, bishop, 2, jondol place, , macarthur, 2646, sa, , 31, 08 39392712, 4272879, 7
rec-1772-dup-1, victoria, harrington, 12, nealesdztreet, , , 2602, vic, 19880114, 30, 03 17303941, 3939160, 2
rec-192-dup-1, deakin, wisrean, 32, nyawipplace, spring creek, wanniassa, 2904, qld, 19100321, 30, 08 78749111, 7317054, 9
rec-1537-org,   tia, wardle, 100, wyselaskie circuit, st francis vlge, barton, 2906, nsw, 19250804, 27, 04 51793521, 5837350, 1
rec-1881-dup-0, tanar, azimi, 37, millen street, , curyin, 2904, , , , 04 75935869, 5369300, 6
rec-1410-org,   tiarna, sima, 33, , , gowrie, 2617, vic, 19200528, 28, 02 65718123, 4262152, 2
rec-1255-dup-4, campbell, clisby, 6, sherwinwplace, the park, monash, 2612, vic, , 30, 04 30771575, 9365358, 3
rec-281-dup-2, nikki, buhagiar, 1, eyre sjreet, , downer, 2621, wa, , , 03 95030027, 7383119, 7
rec-541-dup-1, dumpe, lara, 21, wilkins steeet, , swinger hill, 2614, ns, 19930115, 47, 08 20934269, 2765537, 3
rec-714-org,   reuben, cremasco, 59, sidaway street, , ngunnawal, 2906, nsw, 19991207, 30, 08 65623533, 8422513, 0
rec-434-org,   tristan, stanbury, 14, lamble place, , kaleen, 2904, wa, 19890927, 32, 04 86548069, 3733242, 2
rec-958-dup-0, cone, caire, 01, chandler street, ranchers bridge, ricmtt, 2902, nsw, 19730808, 32, 04 21496696, 5953903, 1
rec-812-dup-2, kaitlin, nguyen, 3, , , gilmore, 2601, vic, 19060220, 24, 08 77883064, 8910821, 4
rec-1557-dup-0, coospr, gallio, 5, dixon drive, fleetview, spencw, 2603, wa, 19620485, , 03 16789645, 8368865, 5
rec-1349-dup-0, domenique, siemers, 82, mueller street, kurrajong vlge, narranjndah, 2607, vic, 19350322, 39, 07 87681277, 1985402, 1
rec-1554-dup-4, riley, berry, , turriff street, plaza bldg, palmerston, 2940, tas, 19300522, 30, 02 05404976, 1196299, 9
rec-939-org,   chloe, white, 20, seaver street, , macgregor, 2914, wa, , , 02 90312556, 2636046, 0
rec-1125-org,   gabrielle, marshman, 18, bougainville street, leicestershire, wanniassa, 2615, nsw, 19231008, 21, 03 68703852, 4669591, 7
rec-569-dup-1, spyke, bresvansin, 484, braine street, , macgregor, 2983, nsw, 19971125, 32, 08 42525242, 4058402, 8
rec-1256-dup-0, isabella, thorohw, 11, hetheringtonn circuit, , nicholls, 2900, q, 19401006, 33, 03 06741930, 6263580, 0
rec-1140-dup-0, josh, green, 860, whiteside court, , calwell, 2614, vic, 19602007, 28, 07 75187120, 1940017, 5
rec-1374-dup-4, amber, , 30, may maxwell crescent, gemma, wanniassa, 2631, vic, 19190618, 32, , 9883513, 8
rec-936-dup-0, lewis, lwi, 16, herron crescent, , holt, 2611, , 19810819, 25, 02 66506201, 6867686, 3
rec-396-dup-3, micabela, mortlonck, 6, chandlerstreet, , richardson, 2607, vsw, 19060816, 32, 02 79841339, 6723514, 2
rec-392-org,   jake, burford, 874, cosgrove street, nandillyan ponds, canberra city, 2906, nsw, 19000207, 28, 07 90756732, 1680434, 9
rec-1309-dup-0, jessica, beattie, 9, colebatch place, water view, evatt, 2615, vivr, 19411001, 30, 04 08369627, 3328941, 2
rec-576-dup-0, daniel, faskheev, 4, fullagar c rescent, , aranda, 2603, wa, 19109219, 34, 02 87563434, 6936835, 9
rec-1921-org,   michael, crosswell, 23, bamir square, , kambah, 2614, nsw, 19020425, 25, 08 89630606, 1573423, 6
rec-990-dup-1, sophie, tosezid, 3, , golden oaks village, , 2614, qld, 19730404, , 04 05997267, 9471508, 6
rec-1757-dup-0, riley, badger, 172, discoverhdgtreet, , fisher, 2611, vic, 19030823, 30, 08 10111378, 7237890, 3
rec-1200-org,   tarnee, bowerman, 13, wallace place, talonmane, deakin, 2614, nsw, 19351216, 33, 07 27058317, 5645500, 7
rec-416-dup-1, nicholas, lock, 25, , , reid, 2095, nt, 19210527, 29, 07 14999033, 4943785, 1
rec-471-org,   olivia, kasehagen, 10, lockhart place, , kambah, 2607, nsw, 19421007, 32, 04 41103790, 9035741, 6
rec-1677-dup-2, liam, noblge, 13, banambila street, , bonyton, 2905, nsw, 19820608, , 03 66609183, 4503420, 1
rec-1973-org,   melanie, mercorella, 365, loddon street, , banks, 2607, nsw, 19070515, 34, 03 65789080, 8593826, 3
rec-350-dup-0, sophie, sarah, 34, kambald ckescent, , banks, 2611, vic, , 20, 04 37649506, 5552353, 9
rec-1302-org,   ashley, white, 2, cowper street, , yarralumla, 2602, nsw, 19271202, 38, 08 86019449, 3541197, 3
rec-1397-dup-0, joshua, colman, 495, longworth wplace, , kambah, 2614, vic, 19140330, 24, 04 19461439, 9839793, 0
rec-1489-org,   georgia, holyoak, 71, fiveash street, , banks, 2600, qld, 19621217, 28, 08 06482644, 2613494, 4
rec-1800-org,   kobe, huebner, 19, barr-smith avenue, glen-vale, canberra, 2615, vic, , , 04 72864379, 3219090, 2
rec-1872-org,   james, white, 38, federal highway, , duffy, 2605, vic, 19890823, , 04 05395507, 5484723, 6
rec-1722-org,   kelsey, lowe, 19, tiptree crescent, treasalee, florey, 2904, sa, 19170213, 32, 07 22004834, 4519945, 5
rec-934-dup-1, teagan, bishoo, 6, elliott street, , canberra city, 2561, vic, 19580829, 32, 03 63700456, 1773619, 6
rec-932-dup-0, amber, carone, 5, dampier ijescent, kiola, cook, 2615, , 19400321, , 04 39279478, 3597791, 4
rec-741-org,   sophie, nguyen, 60, , welcome swallow angus illalangi rmb 1800, gordon, 2903, nsw, 19220831, 19, 04 71928237, 2073879, 8
rec-1999-org,   , schumann, 9, moore street, gonzaga, palmerston, 2614, wa, 19290206, 33, 03 82716736, 4967906, 4
rec-955-org,   isabel, shady, 50, creswick place, , lyons, 2615, nsw, 19480524, 28, 08 85272207, 3119022, 8
rec-262-org,   nathan, sherriff, 408, dianella street, alandale apartments, ngunnawal, 2617, nsw, 19550502, 27, 03 52509678, 5247340, 1
rec-1587-dup-0, deakyn, , 24, hodgson crescent, , coco, 2611, qld, 19091225, 36, 07 15816004, 5761213, 8
rec-1638-org,   sidonie, mason, 53, barkly crescent, , fraser, , nt, 19490905, , 07 81975527, 6361467, 6
rec-1084-dup-1, blake, miteff, 17, harfordsatreet, , lyonw, 2607, nsw, 19850316, 30, 03 85327499, 5113993, 0
rec-719-dup-2, joshua, prid, 1, wheadon street, villa 5, , 2651, nsw, 19910505, , 08 91753766, 6194184, 5
rec-455-org,   jessie, coleman, 3, weedon close, calvert dale, banks, 2604, nsw, 19780716, 29, 02 27584260, 1590286, 6
rec-1858-dup-0, joel, neeb, 5, spowers circuit, george forbes house, dowa, , nss, 19980951, , 08 91504879, 9579976, 2
rec-1099-dup-1, schkxfra, coleman, 101, melbourne avenue, , kambhah, 2959, tay, 19170214, 28, 03 47963487, 9683354, 1
rec-1372-dup-2, jackson, mccarthy, 16, montagu place, , goxdon, 2611, nsw, 19848823, 37, , 4007403, 2
rec-505-dup-2, riley, , 26, mialvlpiplace, jetty village, farfqef, 2614, nsw, 19220111, 33, 08 50115744, 1633355, 2
rec-1401-dup-1, thomas, bridgland, 3, summers place, mclean vlge, torrens, 2615, , 19141906, , 08 12735016, 6443443, 5
rec-1531-dup-3, bradley, mccaerhk, 22, outtrim avenue, , kambah, 2602, qld, 19138704, 24, 08 94789843, 1771285, 5
rec-1745-dup-2, joshua, leslie, 22, parfitt crescent, carrington retrmnt vlge, palmdlesyon, 2601, nsw, 19820810, , 03 75793221, 5868319, 4
rec-255-org,   shane, dreckow, 100, , wollartukkee, weston, 2615, nsw, 19670720, 26, 02 45040485, 9871600, 7
rec-1705-dup-1, nicholas, harrington, 21, ringrose crescent, , conber, 2917, wa, 19850821, 39, 07 07391294, 2910983, 6
rec-1487-dup-0, kiara, warek, 9, roseworthy srescent, , isaacs, 2913, nsw, 19600717, 35, 02 64339569, 4383975, 4
rec-1260-org,   michaela, hemmings, 7, spowers circuit, , duffy, 2904, vic, 19480213, , 02 51324433, 1172717, 7
rec-315-dup-2, brdgt, shepherd, , burgek coose, , scullin, 2611, vic, 19420303, , 02 94211556, 9314701, 3
rec-507-dup-1, kiarnee, ledsie, 19, magennusplace, wahronga, amaroo, 2906, wa, 19010912, 31, 02 05353431, 2106826, 1
rec-913-org,   jessica, stoffels, 7, ern florence crescent, bunavon, dickson, 2614, qld, 19961206, 23, 08 00181927, 7420733, 1
rec-984-org,   daniel, lindholm, 50, lavater place, , canberra city, , , 19990906, , 02 49970410, 7588456, 3
rec-1421-dup-3, hayden, mcneill, 40, briggs street, , dyf, 2602, nsw, 19790618, 21, 02 56570301, 3077082, 5
rec-1053-org,   joel, fitzpatrick, 13, lindrum crescent, , stirling, 2602, vic, 19340710, 27, 08 70078250, 8856648, 5
rec-1190-dup-1, lachaon, drinpkfell, , warragamba avenue, , deakin, 2902, nsw, 19921205, 31, 04 00508470, 6554685, 9
rec-1540-org,   chelsea, hauser, 6, sheaffe street, house 16 pandanus park, kaleen, 2603, vic, 19560801, 23, 03 47453618, 7564134, 7
rec-721-dup-0, dolan, joshua, 7, darley place, , conder, 6243, nsw, , 22, 04 60174958, 1261854, 4
rec-1314-org,   jessica, lipscombe, 148, albermarle place, , cook, 2900, nsw, 19921004, 36, 07 04440199, 2142897, 2
rec-1626-dup-0, benjamin, grimm, , moncrieff street, , tortdns, 2913, qld, , , 08 21493254, 9551130, 4
rec-692-org,   thomas, reid, 18, lobelia street, wyoming park, fraser, 2902, nsw, 19170208, 31, , 5849189, 3
rec-504-dup-1, ethan, saviska, 29, stteet malceay, gwandalan, lynrham, 2904, qld, 19030209, , 04 15883074, 9738940, 8
rec-1991-org,   alana, green, 43, clement place, , amaroo, 2612, nsw, 19400729, , 03 90554256, 8923636, 8
rec-1692-org,   hayden, leslie, 18, lexcen avenue, mt pleasant, chisholm, 2618, vic, 19411110, 28, 08 95727754, 2825630, 5
rec-1718-org,   carla, teague, 11, allchin circuit, , kambah, 2615, vic, 19590123, 21, 07 93840244, 5627671, 8
rec-758-org,   mia, reid, 77, paloona place, roskhill, melba, 2902, nsw, 19100719, 24, 07 90706688, 7755122, 1
rec-138-dup-2, logan, bruhn, , mackellarvcrescent, , aranda, 2602, vk, 19631225, 24, 07 53763659, 9228266, 7
rec-1155-org,   , brain, 10, shackleton circuit, kevin burns centre, macgregor, 2903, nsw, 19971009, 31, 08 43270983, 7738318, 1
rec-1833-dup-1, keneth, rees, , o'shanaswypgstreet, , charnood, 2611, nsw, 19870604, 29, 07 51082374, 6287426, 4
rec-825-dup-2, amy, hoffman, 84, sgreet bfasley, hibiscus retirement resort, isabella plains, 2614, , 19370304, 20, 04 83699235, 8049398, 5
rec-390-org,   benjamin, kinghorn, 34, fernyhough crescent, ben nevis estate, kambah, 2604, nsw, 19310124, 30, 04 67672322, 5854843, 4
rec-87-org,   jayde, novotny, 12, ellenborough street, werribee plaza, ainslie, 2904, nsw, 19330823, 41, 04 06410093, 7375602, 7
rec-966-dup-1, lukw, fitzpatrick, 119, miranda place, , reid, 2615, sa, 19421106, 31, , 7577570, 7
rec-1427-org,   bailee, karahalios, 6, builder crescent, parma farm, florey, 2614, sa, 19490704, 29, 03 69724133, 2656849, 4
rec-723-org,   jessica, kilby, 28, morrell place, , curtin, 2902, sa, 19851217, 39, 03 43724752, 1544722, 6
rec-1936-dup-3, kynan, mcphail, , gidabao ystreet, kimberley, red hull, 2606, dsb, , , , 8914846, 4
rec-1238-dup-0, jordan, eveeeit, 48, burniestreet, goughs bay, ainslie, 2902, qdl, , 32, 07 35953012, 7953284, 9
rec-472-dup-3, adam, hulanicki, 15, morgan crescent, harbour town shopping centre, conder, 2651, , 19715817, , 07 30724056, 2839558, 6
rec-1374-dup-1, amber, mason, 30, may maxwell crescent, , wanniassa, 6211, vic, 19190268, 32, , 9883513, 8
rec-448-org,   micah, gaskin, 27, derwent street, rowethorpe, fadden, 2913, wa, 19880911, 24, 07 66703004, 5593066, 0
rec-723-dup-0, jessica, kilby, 28, morrell place, tarlinup, curtin, 2092, sa, 19851271, , 03 43724752, 1544722, 6
rec-1197-org,   lewis, artis, 1, bokhara circuit, , wanniassa, 2617, nsw, 19751013, 21, 02 99403914, 3496792, 9
rec-776-org,   crystal, asher, 1329, medley street, , calwell, 2913, nsw, 19800802, 24, 04 74020909, 7972009, 4
rec-1691-org,   liam, pignalosa, 19, steele street, , flynn, 2602, , 19760706, 29, 04 57134017, 9407131, 4
rec-1576-dup-0, emikly, alderson, 87, chataway crescent, pevensey, pex, 2614, wa, , , 03 30110772, 4772437, 0
rec-303-dup-1, benjamin, deakin, 17, shakespeaer ltescent, , ngunnawal, 2617, qld, 19580407, , 03 87394088, 3067848, 8
rec-126-org,   makenzi, lock, 29, castleton crescent, ardnevale, farrer, 2600, nsw, 19350805, 27, 02 09671417, 3885827, 7
rec-512-dup-1, dolliver, sebastbian, 7, jabanungga avenue, , calsell, 2913, nsw, 19180826, , 03 61352653, 7569209, 3
rec-188-org,   kate, purser, 52, albermarle place, , evatt, 2602, , , 23, 07 27087614, 9432697, 6
rec-1111-org,   brooke, webb, 9, prescott street, , reid, 2913, vic, 19160222, , 02 93428826, 6156408, 1
rec-1896-org,   brodee, hyland, 425, john cleland crescent, mannix college, braddon, 2914, , 19240327, 25, 03 19782409, 7010775, 2
rec-930-dup-2, rundle, huyh, 1, neptune street, willarra, red hill, 2602, nsw, 19521012, 28, 04 22216875, 3970194, 2
rec-1852-org,   bethany, heerey, 828, garrard street, , forrest, 2602, nsw, 19530928, 24, 03 14666440, 9191187, 1
rec-1579-org,   meggie, creten, 1, mccaughey street, , chapman, 2603, qld, 19340409, 38, 03 78036521, 9564269, 4
rec-1740-org,   isabella, dancey, 1, grampians street, , duffy, 2604, nsw, 19060430, 32, 07 72665294, 5206004, 5
rec-1847-org,   hunter, wilczek, 34, mcnicoll street, highgate, downer, 2906, nsw, 19321013, 23, , 4972424, 7
rec-396-dup-0, micaela, mortlock, 7, chandlers ltreet, , richardsun, 2607, nsw, 19060816, 32, 02 79841339, 6723514, 2
rec-500-dup-1, jaime, farokhmehr, 9, beerenberg farm, bugden avenue, kambah, 2605, wa, 19300210, 35, 04 50788142, 2347161, 2
rec-881-dup-0, gabrielle, brien, 532, corlette crescent, , yarralumla, 2611, vic, 19460206, , 04 80748489, 1569769, 4
rec-1471-dup-3, chelsea, portlock, 2, northbourne avenue, , chapman, 2905, , 19710966, , 07 89625788, 5617937, 9
rec-1255-dup-1, campbell, clisby, 9, sherwin place, the park, monash, 2612, vic, 19490322, 61, 07 64510967, 9365358, 3
rec-420-org,   mackinley, mccracken, 1, groom street, rosedale, garran, 2905, wa, 19280112, 26, 08 62412031, 1717921, 2
rec-1344-dup-1, jarred, felmingham, 66, minnta place, pearce shoppng centre, page, 2615, qld, 19506507, , 02 04387684, 9456533, 1
rec-201-org,   morgan, leaver, 31, lockhart place, , gordon, 2600, nsw, 19830226, 28, 07 30137036, 1840813, 3
rec-1570-org,   evan, blake, 24, candelo place, , florey, 2601, vic, 19130529, 17, 02 69750065, 7108319, 8
rec-341-org,   jasmine, feary, 23, lampard circuit, , melba, 2614, vic, 19370706, 32, 07 16757719, 9080474, 5
rec-941-org,   alexander, molineaux, 45, tudor place, henry kendall bayside, mckellar, 2615, nsw, 19380726, , 07 46750586, 1180447, 6
rec-83-org,   gabrielle, myles, 21, wheelwright crescent, , fadden, 2604, , 19300329, , 08 80256049, 1223753, 6
rec-668-org,   robert, westacott, 11, terewah circuit, glenray, lyons, 2903, nsw, 19640313, 23, 03 58916803, 5099352, 7
rec-211-dup-2, , mccarghy, 8, holden crescent, , flynn, 2931, qld, 19197607, 22, 02 22441874, 3780547, 1
rec-1387-org,   james, mason, 79, aspinall street, , richardson, 2602, nsw, 19240321, 31, 07 02505875, 3496974, 0
rec-228-org,   sarah, slape, 5, figg place, , curtin, 2614, qld, 19181222, 33, 08 55400643, 9614462, 9
rec-594-dup-2, olivia, delos santos, 15, balfour crescent, , gilmore, 2906, nss, 19010101, 24, 02 98988001, 6791894, 0
rec-1801-org,   sam, tupai, 124, bennelong crescent, , ngunnawal, 2906, , 19041007, 23, 07 79500891, 8170480, 7
rec-1880-org,   arren, bishop, 36, jinka street, , wanniassa, 2905, qld, , 35, 02 45058165, 7682080, 4
rec-507-dup-3, kiarnee, colquhpwun, 19, magennis place, , amaroo, 2906, wa, , 26, 02 05353431, 2106826, 1
rec-1881-org,   tanar, azimi, 37, millen street, llcuttah, curtin, 2904, nsw, 19710712, , 04 75935869, 5369300, 6
rec-740-dup-0, caresse, goldsworthy, 41, phillip avenue, , curg in, 2902, vjc, 19720517, 29, , 6813403, 7
rec-1891-dup-2, liam, rees, 10, yanco place, , amaroo, 2607, wq, 19610427, , 08 31566910, 9714214, 2
rec-1407-dup-1, nikita, buzow, 15, la perouse street, , waramanga, 2607, qld, 19040808, 27, 04 56875747, 9614427, 6
rec-1358-org,   ben, chandler, 13, lander crescent, byamee, spence, 2605, vic, 19391012, 31, 08 22180971, 5531378, 6
rec-1794-org,   hugo, zyczko, 38, , indra, banks, 2602, qld, 19160511, 29, 07 11393913, 2832907, 0
rec-897-dup-0, quinn, longneen, 11, circuit tenison-woofs, , diwkson, 2617, wq, 19321121, 40, , 8594127, 0
rec-983-org,   jessica, mcvey, 12, , st francis vlge, wanniassa, 2902, nsw, 19590915, , 07 03031899, 5525251, 5
rec-496-dup-4, lachlan, aspinall, 388, casey crescent, athlone 2, curtin, 2607, vic, 19650708, 36, 03 07309352, 4732275, 4
rec-1477-dup-2, aidyn, vareo, 4, holman street, john flynn hospital, curtin, 2905, qld, , , 02 32483988, 1206743, 8
rec-257-org,   michael, shair, 8, smart place, locn 33, belconnen, 2617, , 19241220, 39, 03 30165536, 3487178, 6
rec-594-org,   olivia, delos santos, 15, balfour crescent, , gilmore, 2906, nsw, 19010101, 24, 03 43598144, 9809913, 0
rec-1188-dup-1, matthew, mccarthy, 48, larakia street, , curtin, 2615, vic, 19461014, 24, , 6940623, 1
rec-1019-dup-1, sophie, brock, 38, barney street, goulburn south caravan park, ngunnffal, 2607, sa, 19750813, , 03 65492940, 3071962, 4
rec-812-org,   kaitlin, nguyen, 18, , , gilmore, 2601, vic, 19060302, 24, 08 77883064, 8910821, 4
rec-894-org,   brinley, clarke, 19, dewar place, , braddon, 2900, vic, 19340621, , 07 93969292, 1857908, 3
rec-1869-dup-0, blayke, montallo, 3, oxley street, glenlee, ngunnawal, 2615, ns, 19170313, 29, 03 41147957, 3992973, 7
rec-1039-org,   , paine, 26, chataway crescent, , gowrie, 2604, , 19030823, , 04 64530305, 3276421, 4
rec-1443-dup-4, kairin, gatwatd, 01, herington street, , isaacs, 2617, vic, 19730103, 28, 07 27027646, 2629510, 8
rec-626-org,   harrison, bullock, 1472, medley street, , evatt, 2602, wa, 19721223, , 07 98741447, 9980232, 3
rec-719-dup-0, josiua, klemm, 19, wheadon street, villa 5, theodore, 2615, nsw, 19910505, , 08 91153766, 6104684, 5
rec-1324-dup-0, callim, roselli, 7, zox circuit, , ainsle, 2093, sa, 19810215, , 03 52203971, 6742045, 8
rec-418-dup-0, georgia, seychpell, 15, petterd atfeet, john flynn medical centre, curtin, 2614, wa, 19460227, 23, 08 04623134, 1277757, 6
rec-484-dup-2, lachlan, vande weyer, 10, barada ceescent, ctge 25, campbeol, 2611, vic, 19500603, 28, 07 53593136, 6488848, 0
rec-487-dup-0, amber, green, 57, chataway crescent, , banks, 2902, ed, 19650429, 26, 02 09061765, 7736352, 6
rec-801-org,   kirrah, mahony, 22, wynter place, , monash, 2602, nsw, 19070723, 23, 08 96213609, 2670096, 5
rec-834-dup-1, , moorrby, , glenora bslrive, burraroo, ngunnaal, 2913, nsw, 19380329, 29, , 4053556, 9
rec-272-org,   harrison, mcbryde, 6, carstensz street, glenview, pearce, 2617, vic, 19081011, 35, 02 07947115, 4876784, 7
rec-326-dup-0, carlin, rollands, 79, parkrrxstreet, casuarina shoppingsqre, latham, , sa, 19780823, 27, 04 49011246, 2522752, 5
