rec_id, given_name, surname, street_number, address_1, address_2, suburb, postcode, state, date_of_birth, age, phone_number, soc_sec_id, blocking_number
rec-4200-dup-0, isabella, coady, 15, flanagan street, , giralang, 2614, qld, 19413019, 29, 07 10963417, 2257953, 0
rec-2088-dup-0, trey, matthdws, 4, stewart crescent, , chisholm, 2608, , 19361118, 24, 08 13194950, 6327526, 2
rec-4604-dup-0, osacr, lasalle, 9, gosman close, , evatt, 2615, qod, 19510623, 37, 02 46149569, 6791436, 6
rec-4930-dup-0, callum, gibb, 19, dirrawankgarden, , florey, 2602, , 19764019, 35, 08 39999805, 7932709, 6
rec-1261-dup-0, kiria, white, 2, waratah street, , weston, 2602, nt, 19306019, 22, 07 37626181, 1328663, 2
rec-1758-dup-0, alessgnria, eglinton, 1, lutana street, brentwood vlge, charnwood, 2617, tas, , , 04 08130401, 1508369, 4
rec-150-dup-0, charlotte, herbwrt, , bussell crescent, , red hill, 2615, sa, 19280710, 32, 07 08037875, 5175937, 1
rec-1431-dup-0, jett, mason, 8, de graaff street, , spenae, 2906, qld, , 27, 08 79375574, 8788218, 4
rec-4827-dup-0, hlly, pegg, 3, antill street, rosemeade, isabel la plains, 2905, vic, , 31, 08 68044637, 3194495, 4
rec-3074-dup-0, joel, warle, 7, truganini pplace, , canberlra, 2905, qld, , , 08 76329113, 8669233, 1
rec-2358-dup-0, , roche, 16, loureirovstreet, rosedale, weston, 2611, sa, , 28, 02 88205312, 1552901, 5
rec-1774-dup-0, olivia, , 1058, mirroolrstreet, , macgregor, 2905, vic, 19850308, 34, 08 63176037, 4408853, 5
rec-1724-dup-0, bailre, cochrane, 97, ogilby crescent, ortawenah, deakin, 2913, qld, 19840496, , 08 99795622, 2670497, 4
rec-2065-dup-0, tiarn, white, 22, holroyd dtreet, , palmerston, 2906, nsw, 19260130, 28, 03 45481531, 2587271, 9
rec-4519-dup-0, katelyn, matthews, 108, lampard circuit, ratho road, richardon, 2603, , 19200918, 24, 07 41612907, 8363759, 7
rec-4942-dup-0, mikayla, haeog, 2514, sprent street, culburra retrmnt vlge, , 2602, vic, 19970803, 28, 02 31991597, 9534247, 2
rec-2463-dup-0, sophi, myles, , halfre ycircuit, hilton house, duntroon, 2614, nsw, 19140725, 25, 02 07892485, 7641160, 5
rec-4886-dup-0, addam, chuck, 26, newbery crescent, bega flts, curtix, 2902, vic, 19530624, 30, 08 20709467, 6022834, 8
rec-2851-dup-0, tommy, careyesvs, 7, du faur street, , kaleen, 2906, vic, 19870902, 25, 03 92876009, 4646446, 5
rec-2893-dup-0, dent, alexandra, 22, street galloway, , dunlop, 2605, wa, 19439615, , 04 21020991, 9124139, 4
rec-536-dup-0, oliver, vanschieveen, 27, marcus clrake street, , chifeyl, 2905, nsw, , 21, 08 25841195, 4678135, 1
rec-873-dup-0, warrick, babou, , boolee wrreet, prospect creek, kalen, , , 19270730, 27, 08 30466690, 2629157, 6
rec-3410-dup-0, owe, cretwn, 43, , dunbar, cook, 2611, nsw, 19600711, 27, 04 95354007, 9933323, 9
rec-2192-dup-0, zane, curry, , blackwood terrace, mountview, palmerston, 2615, qld, 19140101, 28, 04 44035021, 8355634, 7
rec-2268-dup-0, patrick, gyorh, 131, syme c rescent, , palmerston, 2602, qld, 19611021, , 08 32356945, 7543584, 0
rec-320-dup-0, geneveve, szmeua, 7, coghlan street, wemyss, ainslie, 2617, nsw, 19089714, 24, 08 19000605, 1872671, 3
rec-2753-dup-0, coey, braunack, 10, beedham place, , belconnen, 2615, nsw, 19070118, 26, 04 23726298, 8840315, 0
rec-3278-dup-0, isabella, wardle, 1, captain cook crescent, , stirling, 2603, vic, 19010210, , 03 82457784, 1218688, 4
rec-3734-dup-0, rachael, reibel, 18, whalan place, , kabah, 2913, sa, , , 03 94083949, 4843208, 7
rec-1911-dup-0, paige, juanta, 9, yellamp place, , kamb ah, 2615, vic, 19380312, 32, 03 03102437, 8361409, 0
rec-4943-dup-0, siviour, caitlin, 249, marcus clarke street, robley house, 2604, kaleen, sa, 19980704, 20, 08 77517671, 6488152, 2
rec-4652-dup-0, tiahsna, braunavk, 3, goodhart crescent, honeywood, macgregor, 2602, vic, 19306202, 24, 03 96211629, 7235530, 8
rec-408-dup-0, coby, , 7, hinkler street, catumbel lodge, farrer, 2615, nsw, 19340717, 35, , 6544063, 1
rec-3266-dup-0, william, shepherd, 6, dyett cricuit, , curtin, 2906, , 19580101, 39, 07 12272592, 7734843, 5
rec-3607-dup-0, imogen, jolyl, 55, galloway street, , lyneham, 2651, qld, , 38, 03 04302598, 1904267, 6
rec-3471-dup-0, chdlsie, verco, 446, halford crescent, , mawson, 2611, nse, 19461155, 37, , 3133362, 3
rec-402-dup-0, danjel, de genknaro, 18, light street, , red hill, 2615, nsw, , , 03 94386624, 9689207, 4
rec-353-dup-0, stephanie, civil, 94, marengo place, antigua, deakin, 2905, sa, 19971011, 43, 08 96392774, 7334413, 2
rec-3459-dup-0, mich ael, , 3, haines street, , bruce, 2905, nsw, 19300708, 38, 02 36106267, 8431004, 7
rec-2310-dup-0, sachin, mcneill, 13, streeton drive, , belconnen, 2611, vic, , , 07 69296109, 5819734, 5
rec-4265-dup-0, caitlim, berry, 12, folingsby street, , swinger hill, 2605, tas, 19421212, , 04 59432215, 4973149, 6
rec-3222-dup-0, jessica, theodore, 6, saviges treet, boonoo boonoo, palmerston, 2913, nsw, , 28, , 6123152, 5
rec-3935-dup-0, emma, carmodh, 1, beasley street, , conder, 2603, vic, 19302713, 32, 04 36868749, 1111924, 3
rec-2511-dup-0, , ryan, 43, edlington street, , stirking, 2906, nsw, 19051021, 32, 08 28819899, 4934028, 0
rec-4250-dup-0, finnbar, , 105, macdonald place, , ngunnawal, 2601, vic, 19031017, 22, 04 89819223, 4357916, 0
rec-2502-dup-0, , boutcard, 21, murranjogstreet, , woden, 2905, , 19960325, 30, 08 19679174, 9756077, 0
rec-4502-dup-0, michael, needham, 12, longley place, , flyntn, 2905, vick, , , 03 36425141, 6372596, 4
rec-4969-dup-0, joel, kaneolos, 100, , , kingsron, 2906, viwo, 19470623, 33, 03 99123819, 7537053, 7
rec-542-dup-0, lauren, peteresn, 14, , villa 2, arangdra, 2611, nsw, 19590624, 22, 04 83217084, 6975421, 0
rec-658-dup-0, maxin, garcia, 71, carlilewtreet, , mckellar, 2611, wa, 19270728, 39, 07 68083001, 8433932, 4
rec-379-dup-0, emiily, matthews, 15, wer e street, tathra, mc quarie, 2913, qld, 19890514, 30, 03 45245558, 3018705, 2
rec-860-dup-0, robert, reid, 8, renny flace, , monash, 2604, qld, 19520726, , 03 81901816, 3086161, 8
rec-1395-dup-0, bobko, holly, 23, hedland circuit, , campbell, 2600, nsw, 19341231, 37, , 8723016, 6
rec-4011-dup-0, lachlan, panaguiton, , bambridhestreet, , weetangera, 2093, sa, 19100925, , 08 65128857, 8509284, 1
rec-416-dup-0, liam, ewbn, 10, hurtlekaenue, , melba, 2906, nsw, 19140402, 41, 08 69649332, 1924778, 7
rec-4136-dup-0, stelio, henshaw, 17, muntz smreet, , cutren, 2617, nsw, 19730421, 34, 08 34607267, 7148958, 8
rec-1819-dup-0, brooke, rutet, 19, outtrim avenue, parraweena, bonython, 2904, , 19780318, 39, 02 28498355, 4760333, 2
rec-1601-dup-0, madison, mcgregor, 8, charterisville avenue, yulunga, scullin, 2904, qld, 19915533, 25, 08 73634543, 8905440, 5
rec-3778-dup-0, cassidy, millar, 28, mcintosh street, garden settlement, belconnen, 2614, wa, 19940513, , 02 89440061, 2525714, 3
rec-693-dup-0, anita, george, 2, hodgson crescent, colonial court, evatt, 2620, nsw, 19930814, 24, 04 05483174, 9019078, 5
rec-2158-dup-0, angelica, green, 78, terewah circuit, , braddon, 2664, nsw, 19360922, 30, 07 49904082, 8834747, 6
rec-2878-dup-0, loofs-wissowa, holly, 301, scrivener street, , macgrheor, 2614, nsw, 19081231, 37, 08 60148768, 6724123, 1
rec-2860-dup-0, riley, drag as, 10, amaroo syreet, , wannkassa, 2606, wa, , 33, 02 46631037, 8329572, 0
rec-4114-dup-0, benjamin, blake, 224, alice jackson crescent, , kambah, 2618, qld, , , 04 99173543, 2664489, 5
rec-935-dup-0, william, manzie, 161, john clelan crescent, , wanniassa, 2614, vic, 19091137, 32, 04 57462829, 8704595, 4
rec-834-dup-0, keia, bihop, 21, saggers close, , pearce, 2602, nsw, 19130926, 32, 07 11981389, 6788250, 1
rec-4252-dup-0, blakeston, white, 108, yagan place, rileys run, weetangera, 2602, nsw, 19030724, 26, 04 83946868, 1547132, 5
rec-4056-dup-0, alexandra, ranaine, 4, jackie howwvcrescent, , waramanga, 2617, nsw, , 28, 08 10383537, 6443769, 2
rec-4968-dup-0, genevieve, bagwell, 30, deumonga court, cawthorns, , 2602, vov, 19014530, , 04 49414808, 5200549, 0
rec-2553-dup-0, campbell, berry, 159, , , flynn, 2614, nsw, , 27, 03 95623815, 1571189, 7
rec-616-dup-0, hugh, rodi, 44, livingston avenue, milton, downer, 2611, vic, 19070908, 32, 04 31485497, 9378175, 4
rec-3326-dup-0, nicholas, waller, 11, jones place, coorrabin, lyrns, 2603, hsw, 19120628, 29, 04 52632641, 5172536, 4
rec-2607-dup-0, , bel, 5, fimister circuit, henry kendall hostel, kambah, 2641, nsw, 19941214, , 04 85787334, 6873914, 1
rec-2864-dup-0, miu, stanley, 352, nepean place, water view, griffith, 2905, , 19690506, 26, 02 62235726, 6434395, 0
rec-489-dup-0, maliah, george, 20, hurtleoavenue, grand view, turner, 2913, , 19681209, 29, 04 38928818, 1817841, 7
rec-4617-dup-0, teagan, mccarthy, 128, hawkesbury crescent, , kamah, 2607, , 19510329, 32, , 3778527, 2
rec-3090-dup-0, kyle, gazzlla, 1, rene street, brentwood vlge, weetangera, 2905, qld, , 38, 04 08379181, 6654900, 1
rec-129-dup-0, tara, morrison, 21, scaddancilace, , melba, 2617, nsw, 19390503, 33, 04 26643899, 7312904, 8
rec-412-dup-0, aidann, staude, 8, wells farden, , narrabundah, 2601, tas, 19700719, 25, 02 01881374, 7433635, 4
rec-1420-dup-0, paige, ramfox, 3, light street, , higgins, 2611, vic, 19291123, , 04 38625689, 9384602, 8
rec-1751-dup-0, sam, , 5, potts place, wyuna, aranda, 2605, qld, 19960721, 29, 07 38600874, 3378375, 5
rec-3954-dup-0, rosi, artis, 49, emer ysrteet, , ngunnawal, 2903, nsw, 19760903, 26, , 1021442, 2
rec-1146-dup-0, zof, moody, 512, piddingtpnostreet, , mckellar, 2617, , 19920913, , 07 58716063, 3658896, 1
rec-3877-dup-0, bishop, finlbay, 2, dannevig place, , kaleen, 2905, qld, 19721221, 27, 04 14152946, 1852248, 7
rec-2199-dup-0, taylor-asige, charlton-white, , carstensz street, portland house, higgins, 2602, wa, 19267023, 35, 02 34240966, 2844421, 7
rec-339-dup-0, harry, riddell, 11, investigatox street, walea, ngunnawal, 2614, nsw, 19620401, , 03 17299762, 9469893, 9
rec-4811-dup-0, , wight, 13, cockburn street, broombie stud, higgins, 2606, vic, 19071117, 27, 03 58425121, 3080253, 9
rec-162-dup-0, , nguyen, 6, armstrong crescent, , hughes, 2902, qld, , 26, 07 89252560, 5688019, 8
rec-2510-dup-0, caitoin, couzens, 34, howie court, , conder, 2913, qld, 19680309, 23, 02 41815221, 6014459, 9
rec-3692-dup-0, danirl, gorya, 91, bell street, , charnwood, 2905, qld, 19530905, 23, 08 22218512, 2605333, 8
rec-3071-dup-0, sarah, maynard, 11, lindrum cdscent, , gordco, 2603, nsw, 19591027, 29, 07 78358598, 5576023, 9
rec-2657-dup-0, noah, mccarthy, 50, muggaway, , narrabundah, 2602, qld, 19770719, 31, 08 83078321, 2525313, 5
rec-957-dup-0, kodu, fretwell, 15, ebden street, flr 8, griffiths, 2615, nsw, 19320701, 25, 08 19075578, 8547440, 7
rec-3725-dup-0, lachlan, barritt, 7, archibalg street, , chifley, 2615, wu, 19590626, 27, , 4177749, 7
rec-4449-dup-0, lucas, paterson, 26, james street, , ngunnawal, 2905, vid, 19740616, 42, 02 69376173, 1533289, 6
rec-1892-dup-0, bailley, stearnes, 61, mckinlau street, sherwood, lyons, 2920, tas, 19600103, 19, 02 68450133, 7317474, 2
rec-3838-dup-0, brielle, green, 81, stopford crescent, , kaleen, 2605, qld, 19945117, 21, 03 67197545, 5250451, 5
rec-2841-dup-0, charlie, berryman, 17, bass gardden, , charnwood, 2905, nsf, , , 03 49213197, 5647608, 7
rec-858-dup-0, talia, hoque, 167, deane street, , gilmore, 2602, qld, 19196012, 03, 03 32101646, 4223731, 3
rec-2325-dup-0, andrew, henshauw, 6, summerland circuit, rosetta village, cook, 2950, vic, , 32, 04 59043266, 4992586, 9
rec-4248-dup-0, hannah, worsody, 369, clint place, rosetta village, lyceham, 2905, nsw, 19570322, 21, 04 55465114, 1283744, 7
rec-3946-dup-0, emm, blake, 35, jerrabomberfa avenue, , charqwood, 2605, nsw, 19710209, 29, 03 76304763, 6119759, 4
rec-3339-dup-0, sophie, frahn, 16, sinclair street, village on the green, conder, 2903, vic, 19311217, 28, 03 35927657, 8478033, 2
rec-4167-dup-0, tobg, timpdron, 120, maharatta circuit, stonefield, fisher, 2905, wa, 19870904, 25, 07 06950835, 7493318, 3
rec-982-dup-0, kydan, segra, 22, terewah circuit, townview, ev att, 2612, wa, 19440117, 31, 03 24456637, 2758469, 3
rec-1114-dup-0, liada, nowickys, 10, burrinjuck crescent, , torrens, 2671, vic, 19690525, 38, 07 28436679, 5736316, 5
rec-3108-dup-0, , kempe, 10, gorrie close, eventide homes, garran, 2614, qld, 19168021, 28, 02 03766048, 7866815, 1
rec-969-dup-0, fyynlay, vorrasrf, 4, colebatch place, , holt, 2617, , 19160222, 23, 07 13058171, 9843321, 9
rec-2547-dup-0, koben, pajkowski, 12, dixon drive, ferndale, canberra city, 2611, sa, 19710510, 33, 08 87623730, 7342442, 4
rec-148-dup-0, alexander, , 100, sanforgplace, , nichoplls, 2602, qld, 19060906, 30, 02 17444950, 5973119, 7
rec-1074-dup-0, william, witty, 8, von guerard crescent, blue hills, hawker, 2026, nsw, 19840508, 28, 08 86150256, 4469979, 8
rec-3481-dup-0, josephine, griffebn, 5, jauncey court, , macquabrie, 2902, w, 19890813, 20, 08 70361729, 9384632, 6
rec-3314-dup-0, krix, jacob, 3, palananpoace, , ainslie, 2904, , , 43, 07 53923160, 8949483, 1
rec-2624-dup-0, luke, matthews, 30, kurrama close, holmeleigh, gordon, 2609, , , 34, 08 12134398, 3015115, 5
rec-2040-dup-0, brooke, emerton, 40, collings treet, , higgims, 2914, vic, 19760623, 20, 07 18191860, 3108808, 3
rec-4758-dup-0, esther, szach, 7, macgregorqstreet, , duntr acon, 2602, , 19341104, 31, , 5896710, 0
rec-3372-dup-0, campbell, karli, 58, endeavour street, , braddon, 2611, wa, 19850130, 35, 02 54254998, 8802274, 5
rec-39-dup-0, godyi, di, 53, la perouse street, eastwood cottage, hawker, 2913, nsw, 19270705, 28, 03 56468084, 8385724, 2
rec-2217-dup-0, nathah, whit e, 3, conner close, , o'malley, 2902, qld, , 39, 02 02061874, 6394007, 9
rec-998-dup-0, nicole, millar, 11, , , theodore, 2602, , 19690721, 37, 08 10947148, 5573676, 0
rec-2949-dup-0, campbwll, , 142, hensman street, , garran, 2906, tas, 19977713, 25, 07 21520399, 6789225, 1
rec-94-dup-0, stirlng, whte, 10, circuit fhansen, , page, 2617, qld, 19441220, 39, 08 54059217, 3986648, 9
rec-2741-dup-0, jamw, , 16, miranda place, glenmore, charnwood, 2603, nsw, 19960310, 24, 04 88015663, 2672427, 8
rec-4170-dup-0, emiily, stephenson, 255, naas ryad, coombie station, red hill, 2905, nsw, 19205419, 32, 08 70770555, 7086852, 0
rec-1120-dup-0, will, vincent, 039, duigan dtreet, , curtin, 2615, , 19160514, 35, 08 36694514, 8513167, 0
rec-2216-dup-0, samuy, denholm, 97, westbury circuit, , evatt, 2904, vic, 19139719, 30, 04 09176284, 3583662, 6
rec-1811-dup-0, helena, harmsto, 96, john cleland crescent, gordonxale, kambah, 2606, vic, , , 02 14354980, 2033775, 3
rec-2926-dup-0, timotheo, madge, 50, bargang crescent, bramhall, o'connor, 2951, qld, 19381020, , 02 00830140, 8642293, 2
rec-83-dup-0, pakita, green, 67, mcmillan cfescent, , chisholm, 2903, nsw, , 29, 07 20325408, 8864247, 3
rec-4180-dup-0, holly, bishop, 46, morrissey street, longplain, deai, 2614, vic, 19152059, , 08 81567994, 5935563, 4
rec-86-dup-0, emiily, nicklason, 758, house circuit, north arm, page, 2615, nsw, 19251231, 26, 03 41976537, 9965560, 4
rec-1023-dup-0, abby, scrimgeour, 30, place tkikett, locn 5940, scullin, 2904, qld, 19260802, , 03 30344356, 3251491, 8
rec-3819-dup-0, jeremiah, lowe, 26, vela place, , campbell, 2627, tza, 19210922, 29, 08 56290125, 9461133, 6
rec-324-dup-0, , hilton, 7, marcus clark estreet, , acon, 2995, , 19270616, , 03 06451763, 5283675, 2
rec-3562-dup-0, tyler, morrison, 39, corroboree park, , 291, griffith, vic, , 24, 03 11842606, 3166218, 7
rec-2629-dup-0, cailin, bradshaw, 32, schlich street, , , 2602, nsw, , 19, 08 92115127, 6741230, 8
rec-534-dup-0, rourke, dixon, 4, castles place, , belconnen, 2026, , 19020429, 37, , 8262722, 3
rec-4288-dup-0, emiily, vorstenbosch, 12, wyola place, , kaleen, 2611, vic, 19450122, 25, 04 53345034, 6721154, 7
rec-571-dup-0, harrkon, tschirpig, 20, gymea street, , o'cobnr, 2602, qld, 19530528, 41, 03 38481385, 1231398, 5
rec-4696-dup-0, joe l, loci, 3, sherwood garden, , o'connor, 2611, qld, 19409842, 27, 08 13967705, 3808715, 6
rec-4547-dup-0, benjamin, joloy, 239, , , kambah, 2611, , 19270326, 27, , 8742066, 5
rec-4903-dup-0, angelina, sarny, 86, wybaleng rove, , ngunnwal, 2605, , 19221025, 38, 04 52467837, 5066371, 1
rec-4453-dup-0, archer, blake, 92, glover street, , , 2912, vid, 19550503, 20, 07 59841100, 4718253, 2
rec-304-dup-0, caih, heron, 113, monaro cfescent, , curtin, 2614, nsw, 19750723, 29, 07 14891616, 5494421, 1
rec-2923-dup-0, jarod, tiller, 1, throsby crescent, peak view, swingernill, 2600, nsw, 19540225, 33, 04 95798957, 7745836, 7
rec-2625-dup-0, talia, pegg, 19, diggles etreet, leisure living vlge, dicksopn, 2617, qld, 19170628, 33, 07 86267654, 7619196, 4
rec-3558-dup-0, ellouiae, hammer, 4, dorrit blaci crescent, lochinvah, fisher, 2904, nssw, , 25, 03 91407453, 5830067, 8
rec-3694-dup-0, abbey, siviour, 37, britten-jones drive, , gordon, 2600, nss, , 26, 04 34040464, 2573716, 9
rec-3611-dup-0, dea, hopxe, 36, pandanuslstreet, , lyneham, 2620, nsw, 19199820, 22, 04 94916032, 5356062, 7
rec-1106-dup-0, sarah, grosvenor, 3, place bolger, , campnell, 2615, , 19760023, 22, 03 88366476, 4319738, 4
rec-854-dup-0, collinson, emiily, 74, kambalda crescent, barwite, chifley, 2604, sa, 19621202, 26, 03 93838481, 3645077, 1
rec-4085-dup-0, elly, george, 45, chinnercrejscent, maf-ue arabians, o'connor, 2606, , 19650594, 36, 08 06357559, 4229354, 1
rec-1614-dup-0, thomas, grainwer, 53, canaway place, , downer, 2902, nsw, 19130208, 27, 02 21137263, 1072946, 3
rec-445-dup-0, ryan, alderson, 7, sharwood ucrescent, , ainsoie, 2960, , 19950607, 32, 04 32155870, 9060847, 8
rec-3640-dup-0, jasper, hanna, 36, captain cook crescent, , lyons, 2602, ta, 19881008, 35, 08 77770847, 3249692, 6
rec-4399-dup-0, luek, britten, 5, federak ighway, kintamani, banks, 2611, nsd, 19230402, 23, 04 54697518, 9835002, 3
rec-3243-dup-0, jeremiah, hathawsy, 141, abercorn crescent, lake downs super fine merino stud, campbell, 2602, vic, 19830311, 33, 08 56253740, 6152011, 7
rec-1764-dup-0, dakota, hering, 120, fraser tlace, , chapman, 2904, , 19680410, 36, 07 45219383, 7812669, 4
rec-4340-dup-0, adam, mcneill, 24, , rockwell garden, monsah, 2602, vic, 19340826, 37, 03 06861595, 5175750, 2
rec-4587-dup-0, jared, stause, 4, snodgrass crescent, montessa heights, conduetr, 2614, vic, 19420901, 25, 03 28836154, 3564593, 6
rec-4081-dup-0, amy, hamha, 242, alexander mackie circuit, marando, kaleen, 2615, wa, 19401201, 27, 03 06153878, 4373036, 8
rec-4190-dup-0, gabrielle, hemmings, 16, carr vkescent, , stir ling, 2902, nsw, 19821201, 32, 02 73626524, 4179123, 2
rec-2733-dup-0, , matson, 4, barrington crescent, burnside, florye, 2612, vic, 19241221, 19, 08 03512612, 6400349, 2
rec-3046-dup-0, kyle, hamrol, , erskine street, , palmerston, 2612, nsw, 19620831, 36, 03 15689135, 6826197, 2
rec-2671-dup-0, talia, penno, 14, fisken rescent, , ngunnawal, 2601, act, 19120131, 28, 08 94276622, 1897730, 3
rec-420-dup-0, jekqbs, , 3, jabanungga avenue, , phillip, 2611, sa, 19080901, 29, 07 04752388, 9115530, 0
rec-2539-dup-0, emiily, stattonn, 86, traeger street, , hall, 2611, nsw, 19660211, 29, , 6960167, 2
rec-578-dup-0, stephanie, tiffu, 2, wall place, , chisholm, 2905, , 19920126, 34, 02 28676996, 3194396, 1
rec-1418-dup-0, sebastsn, flatmax, 42, herschell circuit, cadogan, fadden, 2617, nsw, , 34, 02 70316379, 4491541, 1
rec-1928-dup-0, jack, rudd, 525, buckmastefkcrescent, , macarthur, 2617, nse, 19790116, , , 4553610, 1
rec-471-dup-0, carlin, morrih, 227, jennings atreet, , mawson, 2617, vic, 19020628, 34, 07 74023574, 6640836, 3
rec-1993-dup-0, , palbwri, 83, noongale court, , duff, 2903, vic, 19270524, , 02 53107652, 2542920, 5
rec-2756-dup-0, ashlie, ruskin, 2, macdonnell street, , ainhlie, 2615, qld, 19610703, 27, 07 78552773, 3071864, 5
rec-3294-dup-0, caleb, bole, 341, cazalyxkose, hazel hill, gilmore, 2906, wa, , , 04 40225416, 8080158, 0
rec-2141-dup-0, green, blade, 6, lampard circuit, , kambslh, 2602, nsw, 19240325, 38, 04 04520598, 6442684, 0
