rec_id, given_name, surname, street_number, address_1, address_2, suburb, postcode, state, date_of_birth, age, phone_number, soc_sec_id, blocking_number
rec-2092-org,   daniel, kellow, 14, houston street, , phillip, 2905, nsw, 19720418, 33, 07 65193879, 5223055, 7
rec-2466-org,   jasmine, huddy, 44, bambridge street, , gilmore, 2904, wa, 19600223, 33, 04 80971579, 9908205, 8
rec-1609-org,   nathan, rundle, 62, outtrim avenue, barnet brae, watson, 2614, nsw, 19420802, 32, 03 33758179, 9174245, 2
rec-1165-org,   jayden, aspinall, 32, doerner view, whattleglen, charnwood, 2600, vic, 19090905, 29, 07 32349609, 4718666, 0
rec-1678-org,   lynton, musolino, 3, macintyre place, , macarthur, 2602, vic, 19360810, 32, 03 44411469, 2679061, 2
rec-1198-dup-2, oscar, myles, 18, stapylton street, john flynn medical centre, 2615, amaroo, vic, 19871001, 24, 07 98636015, 4919646, 2
rec-1271-org,   jacob, meadows, , britten-jones drive, , narrabundah, 2602, vic, 19930919, 26, 04 11403157, 3447159, 3
rec-2254-org,   emiily, renfrey, 80, ingram street, brastaggi, scullin, 2913, qld, 19680216, , 07 91088834, 8449760, 9
rec-2875-org,   adam, ryan, 150, wirangu place, mariah, waramanga, 2906, vic, 19501207, 31, 02 87826476, 7797459, 8
rec-3946-org,   karlee, egan, 49, brinsmead street, , charnwood, 2612, nsw, 19060830, , 02 20785030, 7588496, 6
rec-584-org,   breana, braddy, 5, davies place, , curtin, 2902, nsw, , 37, 08 58007365, 4762829, 5
rec-710-org,   jenna, webb, 144, gavin place, bexley, weetangera, 2905, nsw, 19000421, 30, 02 92604588, 2252055, 2
rec-2366-org,   darcy, agius, 113, giles street, innesfree, campbell, 2604, qld, 19711012, 36, 08 30544898, 4490291, 1
rec-521-org,   bailee, clarke, 81, novar street, ra 24476, campbell, 2607, nsw, 19710924, 23, 02 87775104, 9428855, 5
rec-2985-org,   zac, hislop, 1907, hargrave street, , monash, 2607, vic, 19610303, 32, 03 86708300, 8501315, 3
rec-2699-org,   aloysius, burman, 35, hakea crescent, genesis, latham, 2617, vic, 19270610, 24, , 4304951, 1
rec-3423-org,   dayna, pulford, 6, mackenzie street, , monash, 2904, wa, 19381120, 29, 02 76040796, 6753999, 0
rec-1799-org,   james, buckmaster, 44, florence fuller crescent, , wanniassa, 2603, tas, 19200716, 29, 04 27871177, 2053065, 7
rec-1833-org,   patrick, webb, 13, sandford street, , o'connor, 2904, qld, 19591121, 28, 07 52511591, 1646715, 5
rec-1564-org,   brianna, stanley, 228, ennor crescent, hse 139, theodore, 2602, wa, 19421026, , 03 13478124, 8576280, 0
rec-3053-org,   jacob, karafilis, 21, finn street, , bonython, 2913, qld, 19730201, 20, , 1019610, 7
rec-1980-dup-1, lachlan, harrington, 36, bacchus circuit, fleetview, lyneham, 2607, vic, 19080158, 27, 02 28901190, 8576277, 9
rec-1126-dup-1, jasmine, knowling, 23, wilkins byreet, , braddon, 2902, nsw, 19050724, 27, 02 02962382, 7107776, 7
rec-1249-org,   alana, vincent, 128, gellibrand street, green farm mates, wanniassa, 2615, nsw, 19841112, 32, 08 13404306, 3799899, 9
rec-920-org,   james, procter, 24, chandler street, , monash, 2913, qld, 19030917, 25, 03 08673035, 8496032, 1
rec-2792-org,   isabella, crookall, 8, perrin circuit, , gowrie, 2607, vic, , , 03 05055807, 2821732, 3
rec-1386-org,   christian, lohe, 15, horsley crescent, sec 443 bellamour, kambah, 2905, nsw, 19710623, 35, 04 64076865, 3387361, 1
rec-1077-org,   mikayla, wilde, 14, bandjalong crescent, , chisholm, 2607, wa, 19570610, 30, 08 27146402, 2192116, 3
rec-601-org,   brooke, green, 63, , gannet house, ngunnawal, 2905, qld, , , 02 29127400, 1774279, 9
rec-1649-org,   zebediah, soden, 518, karney street, yallanbee, holder, 2602, nsw, 19830508, 31, 02 64213621, 4584223, 7
rec-2616-dup-1, isabella, paterson, 4, ivo whitton circuit, , ngunnawal, 2621, qld, 19800309, 35, 02 69736158, 2564872, 2
rec-1395-org,   levi, apted, 32, ebenezer street, , conder, 2606, nsw, 19681103, 34, 08 33914038, 5270362, 0
rec-1196-org,   lucas, mcfadden, 177, dyett circuit, warringa nebraska, farrer, 2611, vic, 19431204, 42, 08 42907499, 2036837, 3
rec-3708-dup-1, nicholas, tregloan, 0, fraenkel street, , isaacs, 2611, vic, 19701218, , 03 55048503, 3260699, 4
rec-1151-dup-1, jaryd, paschalidis, 6, butlin place, , turner, 2602, act, 19550126, 26, 08 25757905, 7481421, 3
rec-3337-org,   alicia, cadman, 21, foxall street, , giralang, 2607, qld, 19250923, 39, 07 49285449, 3778532, 4
rec-2154-org,   christian, ryan, 17, , , fisher, 2905, nsw, 19510203, 24, 03 40580694, 4291833, 3
rec-372-org,   kyle, reid, 25, alderman street, , gilmore, 2615, vic, , , 04 93339609, 9215240, 6
rec-1197-org,   jessica, fogg, 315, hopetoun circuit, byron arcade, conder, 2902, qld, 19671117, , 04 48151359, 8986083, 8
rec-800-org,   lucas, blake, 1123, stutchbury street, brentwood vlge, oxley, 2615, vic, 19540525, , 03 17115577, 2379717, 2
rec-3484-org,   grace, mason, 19, macintyre place, , lyneham, 2903, vic, 19080526, 25, 07 91869356, 6417815, 7
rec-1315-org,   tom, ryan, 157, tindall place, mt sturt, lyons, 2614, qld, 19790506, 25, 08 01887875, 4435671, 9
rec-1493-org,   emiily, babic, 25, phillis place, , chifley, 2614, vic, , , 07 69015110, 1611724, 7
rec-2349-org,   erin, garnett, 1, , birkenau, o'connor, 2604, nsw, 19221025, 19, , 2855087, 5
rec-3961-org,   jack, mcwhirter-whitlock, 8, wollongong street, carowood, calwell, 2600, nsw, 19280410, 25, 07 72142269, 5463744, 3
rec-2141-dup-0, caoeb, crighton, 11, kennedy street, , kambah, 2612, vic, 19581043, 28, 04 59844129, 3252072, 3
rec-443-org,   riley, noble, 24, piddington street, , chapman, 2615, vic, , , 08 37525968, 3423223, 5
rec-2280-dup-0, jye, campnell, 6, piper steeet, freonbrae, narrabundah, 2604, vic, 19940423, 31, 04 36771842, 8925691, 4
rec-2703-dup-2, paige, ziresch, 4, mansfield place, , nicholls, 2605, vic, 19721112, 28, 02 28123136, 7143886, 4
rec-2797-org,   lily, koral, 346, tauchert street, , isabella plains, 2615, wa, 19640829, 23, 03 82929987, 5601287, 8
rec-2053-dup-1, madeline, richmond, 181, , , woden, 2600, nsw, 19781912, 34, 08 36095782, 7042345, 3
rec-1220-org,   jack, spurgeon, 7, maranboy street, , hughes, 2902, nsw, 19190127, 25, 07 60235599, 1063237, 9
rec-3271-org,   blade, , 28, kosciusko avenue, , yarralumla, 2614, vic, 19641109, 29, 04 12095511, 4352513, 2
rec-3710-org,   micaela, ryan, 129, musgrave street, , o'connor, 2614, qld, 19130921, 26, 04 30535737, 2568430, 8
rec-608-org,   georgia, usmiani, 208, mountain circuit, coolibah, canberra city, 2902, nsw, 19301008, 21, 08 03395434, 9929298, 5
rec-3976-org,   alyssa, schuster, 1, lucy gullett circuit, rosetta village, wanniassa, 2614, nsw, 19250228, 34, 08 53460953, 1986353, 1
rec-317-org,   nicholas, brooker, 5, chewings street, terranora, wanniassa, 2605, nsw, , 26, 08 72632280, 3194626, 8
rec-1879-org,   cooper, george, 379, sugarloaf circuit, , evatt, 2607, nsw, 19620412, 32, 07 43991780, 2300023, 9
rec-1361-org,   jade, dancey, 66, , , weston, 2615, , 19981212, 30, 08 83974874, 9284796, 3
rec-3546-org,   emiily, eglinton, 23, box hill avenue, , evatt, 2913, nsw, 19690314, 32, 03 30708207, 1500021, 1
rec-2424-dup-3, emmet, mcandrew, 75, blair street, , holder, 2904, qld, , , 04 78095102, 7367309, 5
rec-1229-org,   sophie, damodaran, 12, percival street, , o'connor, 2905, qld, 19010901, , 02 49124967, 9998434, 9
rec-1123-dup-3, mattgew, derkspn, 93, mimosa close, , lyneham, 2605, , 19920708, 36, 08 78490630, 9727518, 6
rec-2429-org,   charlotte, wardle, 203, tenison-woods circuit, , kingston, 2906, qld, 19350727, , 04 07000768, 5871879, 9
rec-1845-org,   jaxson, coleman, 19, lyon place, , red hill, 2620, wa, 19561016, 33, 04 98508209, 3187833, 0
rec-1318-org,   melissa, nelmes, 269, southwood retreat, , fraser, 2602, wa, 19560403, 38, 04 02335717, 6159437, 0
rec-3468-dup-1, alexandra, chawla, 13, louis loder street, , lyneham, 2607, qld, 19790428, 17, 04 51530122, 9473741, 9
rec-2098-org,   daniella, debrenni, 38, shannon circuit, kiaora, dunlop, 2602, qld, 19020825, 33, 08 26411683, 8329885, 2
rec-1834-org,   aidan, neumann, 77, benson crescent, stump jump, griffith, 2617, nsw, 19250721, 19, 03 90578711, 2226463, 5
rec-64-org,   koben, teague, 19, propsting street, , fadden, , qld, 19910330, 29, 04 51590800, 8447462, 0
rec-3204-org,   kate, burman, 18, blamey crescent, , gowrie, 2615, nsw, 19670801, 36, 02 68821724, 9124291, 7
rec-150-org,   lucy, dixon, 22, mackellar crescent, , kaleen, 2614, qld, 19180606, 29, 07 59410246, 3816189, 5
rec-3414-org,   taylor, lock, 14, rischbieth crescent, kintyre, deakin, 2606, vic, 19930906, 20, 04 69117119, 4594271, 0
rec-2488-org,   scott, serafin, 41, limestone avenue, hazelwood garden, conder, 2913, qld, 19120817, , 02 74343395, 4915292, 3
rec-2463-org,   cooper, stephenson, 14, mcclintock street, , garran, 2611, qld, 19370519, 30, 03 37846391, 9253953, 7
rec-85-org,   mitchell, kerslake, 128, leahy close, gunderman park, campbell, 2611, , 19980626, , 02 79712012, 2709023, 4
rec-2508-dup-1, charlize, ryan, 219, argyle place, , deakin, 2913, qld, 19960220, 35, 03 15365004, 2292512, 4
rec-1254-dup-0, catherine, willmot, 1, costello circuit, , bonython, 2905, nsw, 19210614, 33, 07 80900085, 7104813, 2
rec-2107-org,   alexander, mason, 14, gledden street, st francis vlge, theodore, 2602, nsw, 19690916, , 04 32198706, 6644230, 9
rec-1932-org,   emiily, dent, , jondol place, , ngunnawal, 2611, vic, 19511203, 31, 04 07933157, 2511591, 7
rec-1273-org,   kaitlin, lionis, 17, derrington crescent, north star holiday resort, banks, 2602, nsw, 19070304, 23, 08 66287726, 8954600, 3
rec-203-org,   holly, white, 14, body place, tewantin plaza, charnwood, 2913, nsw, 19790325, , 03 99099424, 6300202, 8
rec-2293-dup-0, mareke, ahmed, 89, arthaldo court, tomary, isabella plains, 2612, nsw, 19190526, 26, 04 68001775, 3198999, 9
rec-2188-org,   tiarna, mort, 169, sulman place, woodrose, o'connor, 2607, sa, 19670131, 26, 04 40853605, 2169049, 3
rec-868-org,   noah, wilde, 3, jarrah street, , monash, 2607, wa, 19390831, 30, 07 16746418, 1803429, 1
rec-1852-org,   jessica, orme, 21, captain cook crescent, , duffy, 2601, wa, 19320601, 26, 02 28511162, 3161585, 7
rec-3475-org,   ashleigh, subramaniam, 4, gledden street, heritage est, scullin, 2602, wa, 19050618, 28, 02 75646512, 3232837, 3
rec-2258-org,   jazz, neumann, 25, , the summer place, campbell, 2605, qld, 19300513, 34, 04 78485254, 3748521, 5
rec-855-org,   montana, campbell, 3, temperley street, afflexian, scullin, 2605, nsw, 19790705, 28, 04 76168873, 8267087, 3
rec-3206-org,   savannah, , 35, berrigan crescent, , downer, 2617, qld, 19320315, 25, 08 87669427, 3083224, 2
rec-2280-dup-1, jye, campbell, 6, piper street, freonbrae, narrabundah, 2640, vic, 19940423, 31, 04 36771842, 8925694, 4
rec-3735-dup-1, aidan, muskec, 49, lascelles circuit, , kambah, 2600, vic, 19670526, 38, 03 93641640, 8592974, 4
rec-3643-org,   alexandra, dent, 129, clive steele avenue, , farrer, 2602, nsw, 19560630, 31, 08 42507616, 3631827, 7
rec-1126-org,   jasmine, knowling, 23, wilkins street, , braddon, 2902, nsw, 19050724, 27, 02 02962382, 7107776, 7
rec-1964-org,   william, ryan, 25, croton street, village on the green, mawson, 2602, nsw, 19271124, 17, 08 96443638, 7974041, 8
rec-2221-org,   joshua, rankine, 5, buxton street, , forrest, 2615, vic, 19870819, 29, 03 77883044, 4346731, 6
rec-1307-org,   thomas, clarke, 3, ingamells street, , lyneham, 2617, qld, 19010623, 20, 08 50542455, 1259283, 7
rec-1109-org,   hugh, george, 2, , , duntroon, 2607, wa, 19770818, 36, , 9368425, 5
rec-2241-dup-0, april, boeyen, 34, waller crescent, , ngunnawal, 2615, qld, 19440219, 93, 03 89390507, 7670497, 5
rec-1991-org,   alexandra, muskee, , durham place, amarillo, florey, 2615, nsw, 19160709, 24, 03 46745184, 7286667, 3
rec-378-org,   scott, scholte, 62, pennefather street, white sands tourist park (cnr beach), page, 2614, sa, 19611209, 26, 03 65247423, 6438681, 0
rec-2302-org,   dean, white, 8, zox circuit, , duffy, 2602, , 19220623, 26, 08 98029682, 7683572, 7
rec-1333-org,   tenille, mccarthy, 75, davidson street, , nicholls, 2617, qld, 19091024, 29, 03 72696412, 9755686, 8
rec-3599-org,   sarah, laing, 11, skertchly place, , conder, 2903, vic, 19491115, 28, 08 30081331, 2786452, 7
rec-2540-org,   nicholas, gascoigne, 277, mackay crescent, robertson barracks, chisholm, 2606, vic, 19590318, , 08 55775745, 5159448, 2
rec-1073-dup-0, spencer, marc, 123, reveley crescent, , chishilm, 2913, qld, 19841024, 27, 02 43006529, 7226848, 0
rec-2059-dup-0, hignett, charlee, 30, fellows street, apt 2005, wanniassa, 2905, wa, 19840519, 26, 03 57692305, 5481372, 8
rec-2834-org,   sophie, biancardi, 58, tewksbury circuit, willaroo, ngunnawal, 2602, vic, 19550318, 37, 02 19585737, 4772710, 1
rec-1910-org,   lucy, donaldson, 12, maclachlan street, , wanniassa, 2905, vic, 19080704, 34, 03 32174216, 3557885, 3
rec-728-org,   abbey, nguyen, 8, hooper crescent, trevena, narrabundah, 2902, , 19760602, 24, 04 05284903, 7594859, 4
rec-3634-org,   hayley, boesten, 66, edmond close, , narrabundah, 2607, nsw, 19610415, , 08 22836427, 6655565, 7
rec-1605-dup-0, jawk, clarke, 32, budd place, , macquarie, , qld, 19760101, 23, 03 14668593, 5286117, 7
rec-267-dup-0, daniel, rees, 44, charteris cescent, , dickson, 2612, ny, 19140412, 37, 02 04094912, 7285590, 1
rec-2414-org,   madison, karafilidis, 52, albermarle place, , palmerston, 2615, qld, 19810823, , 02 77233721, 9710906, 8
rec-3725-org,   james, fenwick, 115, moten street, eureka, hall, 2614, sa, 19260520, 27, 03 86274503, 2373053, 6
rec-72-org,   deakin, lowe, 155, grayson street, , lyneham, 2906, vic, 19400404, 32, 03 70171721, 5256692, 2
rec-2587-dup-2, hattie, golden, 6, sid barnes crescent, , gordon, 2614, nsw, 19401124, 32, 04 69295034, 1566244, 1
rec-2298-org,   pascale, alderson, 6, burkitt street, , deakin, 2605, nsw, , 19, , 2485282, 3
rec-635-org,   joshua, shepherd, 4, archibald street, , deakin, 2615, sa, 19740126, 22, 04 21913028, 9149255, 1
rec-1147-org,   isabella, clarke, 860, devonport street, , fisher, 2603, wa, 19760718, , 07 22798857, 4855851, 6
rec-1485-dup-0, kayla, rws, 16, mina wylie crescent, hartley st school, theodore, 2614, nsw, 19481026, , 02 95570255, 9668895, 2
rec-3975-org,   jack, maynard, 41, templestowe avenue, , higgins, 2905, wa, 19090429, 32, 07 52754265, 2489548, 8
rec-3454-org,   charlotte, clarke, 9, hodgson crescent, , evatt, 2614, vic, 19350128, 31, 08 57758778, 8053217, 8
rec-3811-dup-1, finn, drechhsler, 34, clive steele avenue, , monash, 2604, nsw, 19920029, 18, 08 29896375, 4066368, 2
rec-878-dup-2, nathan, boyle, 9, knokeavwnue, , evatt, 2615, nsw, 19160703, 26, 03 23700287, 1140858, 0
rec-3762-org,   dominic, mcgregor, 14, jondol place, , yarralumla, 2902, nsw, 19430822, 31, 04 32840298, 7992924, 2
rec-839-org,   kiera, bligh, 91, hadleigh circuit, philip centre, , 2617, nsw, 19330404, 28, 08 14261413, 5064262, 3
rec-419-org,   darcy, ayres, 12, withnell circuit, , forrest, 2913, qld, , 36, 08 58006410, 6724867, 7
rec-1176-org,   joshua, paschalidis, 10, letters street, moulamein business centre, palmerston, 2600, , 19121010, 26, 03 19899516, 3402486, 6
rec-1928-org,   yasmin, katsaitis, 383, wylie street, , duffy, 2620, vic, 19371105, , 08 10994774, 7891708, 1
rec-2236-org,   elki, gluszyk, 82, shannon circuit, , pearce, 2611, tas, 19561223, , 03 56052910, 8158519, 4
rec-1143-org,   tara, crosswell, 4, greenough circuit, laughalle farm, garran, 2900, , 19681001, 31, 02 82105990, 7734717, 9
rec-201-org,   eliza, chorley, 102, cobar place, springdale, hughes, 2603, , 19490522, 27, 04 50039112, 6051577, 7
rec-1277-org,   liam, shellshear, 100, wallace place, sweet waters, conder, 2600, , 19070413, 32, 07 53920257, 6224495, 9
rec-94-org,   flynn, priest, 72, macnaughton street, , campbell, 2617, qld, 19420902, , 04 15384541, 6902237, 6
rec-537-org,   marcus, mihart, 24, mackellar crescent, narada upper, fraser, 2611, nsw, 19650405, 42, 04 95228591, 9362470, 9
rec-2002-org,   cooper, blake, 116, steffanoni circuit, , braddon, 2603, nsw, 19941102, 36, 02 94503352, 1586642, 5
rec-1296-dup-0, annabel, dahlshelm, 52, sherbrooke street, , yarralumla, 2615, nss, 19150325, 31, 07 42060004, 7280785, 8
rec-3083-dup-3, sam, , 83, mullens place, aminya vlge, wanniassa, 2906, nsw, 19911001, 38, 02 59193937, 2677434, 2
rec-2080-dup-1, taylor-saige, white, 91, eaglemont retreat, , kambah, 2603, sa, 19640901, 31, 08 38427684, 9133357, 2
rec-1373-org,   isabelle, geue, 5, willcock place, , tidbinbilla, 2605, nsw, 19460619, 32, 07 79331835, 7921947, 3
rec-3464-org,   holly, beaty, 28, aston crescent, ocean shores shopping village, fraser, 2611, , 19910914, 22, 04 95246503, 1623042, 7
rec-3806-org,   samuel, bishop, 14, hallstrom circuit, , theodore, 2905, sa, 19070313, 31, 04 73339294, 8114981, 3
rec-2519-org,   zachariah, white, 25, saunders street, ridge view park, oxley, 2606, qld, 19161003, 30, 04 30582392, 5089374, 4
rec-3603-org,   matthew, culbertson, 29, , , ainslie, 2611, wa, 19871010, , 04 67917986, 6478020, 4
rec-3334-org,   ethan, brock, 62, bettington circuit, r s l retrmnt vlge, kambah, 2605, qld, 19850926, 36, 07 51909373, 6807838, 1
rec-1247-org,   michael, clarke, 140, golden grove, wrensfield, macquarie, 2607, tas, 19661216, 33, 04 15174571, 8849449, 8
rec-591-org,   ella, berry, 174, franklin street, enter boolwey s street, campbell, 2607, vic, 19411206, , 08 70699450, 4211964, 4
rec-2174-org,   jacob, stanfield, 6, harry hopman circuit, , greenway, 2604, nsw, 19860111, 34, 04 50437833, 5738623, 4
rec-247-org,   james, shack, 7, balfour crescent, rp 31513, macgregor, 2607, nsw, 19941204, 38, 02 49306375, 3657113, 8
rec-2167-org,   rebecca, white, 45, hansen circuit, , kingston, 2615, nsw, 19800409, 25, , 8567848, 3
rec-3217-org,   jarvis, pateros, 2, wynn street, mayflower retrmnt vlge, downer, 2605, nsw, 19000313, 30, 03 73776372, 9681634, 2
rec-2151-org,   teaha, hingston, 14, rounsevell street, , belconnen, 2913, vic, 19500225, 31, 02 66748932, 2085375, 6
rec-687-dup-1, erin, dolliver, 54, howitt street, , 2602, red hill, nsw, 19631106, , 04 30914904, 1190891, 0
rec-1933-org,   erin, , 263, rowe place, , macgregor, 2905, qld, 19491213, , 03 89865578, 5403885, 5
rec-1398-org,   joshua, jolly, 5, kitchener street, weowner, curtin, 2905, vic, 19400527, 25, 04 89624827, 7146337, 2
rec-2126-org,   leo, verner, 17, marshall street, macarthur place, gowrie, 2614, vic, 19640604, 35, 07 34642851, 7168710, 6
rec-1001-org,   tyler, novak, 11, smalley circuit, ocean breeze, lyneham, 2913, wa, 19050422, , 02 93365180, 7331607, 6
rec-2008-dup-0, daniel, longo, 447, brereton street, , wanniassa, 2612, sa, 19380127, 32, 08 34076367, 3015477, 5
rec-1002-org,   lachlan, satterley, 8, biddell place, , waramanga, 2614, , 19220519, 36, 08 92668839, 7698641, 0
rec-1227-org,   joshua, ting, 5, burnett street, , gordon, 2614, nsw, 19880717, 24, 04 11524969, 4623955, 8
rec-2679-org,   lily, myles, 237, golden grove, myross, pearce, 2913, vic, 19480923, 32, 03 16780724, 6508683, 3
rec-2063-org,   jack, tomney, 36, chinner crescent, , red hill, 2605, vic, 19760410, , , 3218345, 3
rec-129-org,   joshua, lowe, 57, knoke avenue, , mawson, 2601, wa, 19390305, , , 6500533, 6
rec-1143-dup-2, tara, crosswell, 4, greenoughsxircuit, laughalle farm, garran, 2900, , 19681001, 31, 02 82105990, 7734717, 9
rec-1603-dup-0, dylan, bishop, 44, rosman circuit, thistledoo, wanniassa, 2606, , 19100407, 29, 03 26721552, 3256388, 1
rec-2984-org,   patrick, wilkey, 56, blamey crescent, seaforth senior citizens vlge, dickson, 2615, vic, 19760904, 28, 02 82148569, 8323997, 6
rec-3513-org,   fergus, jessup, 18, humble court, , pearce, 2906, , 19801210, 27, 07 24236458, 5868282, 9
rec-252-org,   jaden, webb, 65, laptz close, , wanniassa, 2607, nsw, 19720316, 34, 02 96810738, 2398383, 0
rec-33-dup-0, bridget, willing, 40, quick street, , kamvah, 2618, wa, 19090915, 34, 04 77030969, 2411486, 7
rec-2580-org,   madeline, stephenson, 1436, bindon place, sun city tourist park, pearce, 2617, qld, 19960415, 38, 04 84768542, 4223677, 2
rec-1253-org,   kelsey, leung, 2, croton street, , gordon, 2905, qld, 19260325, , 04 43959895, 2921027, 4
rec-298-org,   anika, soeia, 32, scottsdale street, , deakin, 2605, vic, 19530908, 25, 02 31225733, 6365142, 6
rec-1558-org,   angie, teague, 4, andrews street, binnalong, curtin, 2602, qld, 19511011, 37, 04 19359117, 4021286, 3
rec-2337-org,   cameron, braithwaite, 51, hopegood place, naringal orchard, kaleen, 2614, vic, , , 07 61484929, 3895112, 8
rec-409-org,   emiily, burnell, 1, macrossan crescent, , macgregor, 2612, qld, 19980609, 22, , 2435800, 5
rec-901-org,   ebony, dent, 37, colebatch place, terranora, kambah, 2612, , 19400221, 42, 07 79732055, 2486178, 6
rec-1826-org,   talia, renfrey, 23, groveland crescent, ponderosa, watson, 2602, wa, 19181019, 31, 03 06454382, 1504659, 4
rec-1806-org,   byron, willing, , abercorn crescent, , scullin, 2615, qld, 19001011, , 07 38481096, 4144122, 2
rec-759-org,   antonio, bodman, 39, carron street, , lyons, 2607, vic, 19740821, 19, 07 84935295, 8164176, 8
rec-1119-org,   zane, hope, 18, currie crescent, , chifley, 2607, wa, 19140829, , 02 56138972, 6052444, 3
rec-183-org,   nacoya, constance, 44, yolla place, lorrachael park, hawker, 2905, vic, , 26, 07 51361477, 9916910, 2
rec-556-org,   jayden, sandman, , yambina crescent, , gordon, 2612, qld, 19030901, 29, 08 56483381, 5055341, 8
rec-3954-org,   abbey, mcgregor, 17, summerville crescent, , calwell, 2617, vic, 19921110, , 02 61755050, 1628356, 1
rec-228-org,   wilson, orr-young, 17, barwick place, , holt, 2913, qld, 19880220, , 04 50191956, 8296423, 5
rec-3308-org,   lewis, , 9, callaghan street, mountain view village, calwell, 2615, nsw, 19100525, 21, 02 77921884, 1437577, 1
rec-1183-org,   andrea, fuhlendorff, 62, mulga street, , narrabundah, 2605, nsw, 19410226, 33, 03 11118696, 4436472, 1
rec-2300-org,   cooper, kennerley, 4, faithfull circuit, wollangambe, florey, 2604, vic, 19350920, 36, 04 08790624, 2550244, 0
rec-2873-org,   isabella, noble, 21, evelyn owen crescent, , pearce, 2612, vic, 19220824, 35, 02 23381348, 3649718, 1
rec-2613-org,   miller, white, 1, tangari street, , turner, 2615, sa, 19870306, 39, 04 59432060, 9565710, 0
rec-1287-org,   emiily, bridgland, 18, blamey crescent, palm lake resort, conder, 2612, nsw, 19510718, 21, 08 32169623, 2102083, 5
rec-1019-org,   anthony, marshman, 200, gregory street, , deakin, 2602, nsw, 19881009, , 04 70032843, 1364386, 3
rec-3087-dup-0, elly, elphick, 115, vagabondavrescent, gosper house, duffy, 2615, vic, 19390107, 28, 08 88730292, 4838753, 4
rec-2630-dup-2, , donaldwon, 206, duggan street, brentwood vlge, kaleeh, 2913, sa, 19130703, 22, 08 58849157, 2127442, 4
rec-1648-org,   cooper, eyre, 10, woolner circuit, , kambah, 2617, qld, 19701221, 33, 07 55882572, 7509581, 5
rec-2369-dup-0, joshua, jinks, 82, mugglestone place, weemilah, palmerston, 2903, nsw, 19510815, , 08 29351103, 8975495, 7
rec-2271-org,   talena, robson, 186, stralia place, , kambah, 2602, , 19821113, , 08 52858206, 6982776, 1
rec-3092-org,   timothy, griffen, 116, florentine circuit, , fisher, 2904, vic, 19150327, , 04 70663056, 6163675, 9
rec-2048-org,   , binns, 35, wenholz street, house 8, braddon, 2611, tas, 19660805, , 08 69660621, 3743931, 5
